"Path","Ext","Bytes","Reachable","Guid"
"Assets\Scripts\ScriptableObjectData\Non-Player\Locations\Redonya.asset",".asset","1634","True","d804fc544803be64cb8f37d087eac876"
"Assets\Images\Tiny Swords\Units\Yellow Units\Lancer\Lancer_DownRight_Attack.png",".png","6800","False","c5f0d12c529bb4b60bf82c7e06a688dc"
"Assets\Images\Images\treant.png",".png","35425","True","60d32b31f9f7ba94499917ae36aa6298"
"Assets\Images\RPG_inventory_icons\necklace.PNG",".png","43784","False","0e123cfdc54a3ca4684816a34167a566"
"Assets\TextMesh Pro\Shaders\TMP_Bitmap.shader",".shader","3839","False","128e987d567d4e2c824d754223b3f3b0"
"Assets\Scripts\TilemapScripts\DungeonRuleTile.cs",".cs","174","True","454727b15330bc940887edb0af4d14c7"
"Assets\Images\Tiny Swords\Units\Red Units\Warrior\Warrior Red Animations\Warrior_Attack2_Red.anim",".anim","2396","False","f45c26afbfc5b44fcb2ec40c9eb8ee1a"
"Assets\Images\Fantasy Wooden GUI  Free\normal_ui_set A\TextBTN_Cancel.png",".png","15100","False","480144379cc9c7d47a8e19f58b0e6ee3"
"Assets\Images\Tiny Swords\Units\Purple Units\Monk\Monk Purple Animations\Monk_Run_Purple.anim",".anim","2394","False","86045d278e601495086e19b0dfdf9ace"
"Assets\Images\Tiny Swords\Buildings\Purple Buildings\Tower.png",".png","6494","False","c84d25441265a4e42b000f20f8fb20d8"
"Assets\Prefabs\UnitOptionRow.prefab",".prefab","11094","True","4b508367a83fcd94cae6d28b48000fe5"
"Assets\Scripts\Tutorial\TutorialStepSO.cs",".cs","815","True","92261ec319cf8834eb6d46a8c063b0ec"
"Assets\Scripts\CardPlay\CardPlaySelection.cs",".cs","5429","True","1228439014ddff94b9824b7bd0435975"
"Assets\Images\Hero Knight - Pixel Art\Sprites\EnvironmentTiles.png",".png","1196","False","f094595c900579d4c85a02612d8fa36c"
"Assets\Scripts\GameEvents\EventTypes\EventTypes\CardEvent.cs",".cs","221","True","96e7e57c397e9da45872bc455ea5f570"
"Assets\Images\IconArt\UI Assets\Ability_Skill_Icons\UI_Skill_Icon_Recon.png",".png","86393","False","37de44bcb59b8174497def1957cc490b"
"Assets\Scripts\GameObjectScripts\CardMenuScripts\RewardCanvas\CardPreview.cs",".cs","1213","True","86be9e2334f4e1749b33e01ad8baa345"
"Assets\Scripts\ScriptableObjectData\Non-Player\Enemies\HugeSpider.asset",".asset","737","True","f6eeea390d0336b419b0a99cef36cf98"
"Assets\Prefabs\Managers\GameManager.prefab",".prefab","4198","True","13e87cbb1de3a74438be2883742d8a3e"
"Assets\Scripts\GameEvents\Listener\PlayerListener.cs",".cs","178","True","fb74dc2ff431a6a419542d2ce7cb3ce7"
"Assets\TextMesh Pro\Resources\Sprite Assets\EmojiOne.asset",".asset","13831","True","c41005c129ba4d66911b75229fd70b45"
"Assets\TextMesh Pro\Resources\Sprite Assets\Heal.asset",".asset","2672","True","55dd6194ae63f34468fab81f22e55cb1"
"Assets\Images\500FreeSkillIcons\Icons\traitIronclad.png",".png","400404","True","45483fed0e4221d4c8f7bd6b92baf04e"
"Assets\Terrain Tile Hex Samples\Tile Samples\below_dirt00.png",".png","34127","False","ac3b9336e27c3f1458c6eb4f97a99718"
"Assets\Images\500FreeSkillIcons\Icons\traitHulking.png",".png","339332","True","0d74bdb806bf9f54d9cfb1facd944ef1"
"Assets\Tests\EditMode\UnitNavRulesTests.cs",".cs","888","True","99a3d2f7cbfa00a44b91aa26e83040f2"
"Assets\Images\Turbo Disk\Dark Fantasy RPG Icons - Free Basic Pack (25)\Icons\512\wound.png",".png","404596","True","e42000263f7a2d14a9c99986bb2dd141"
"Assets\Images\Tiny Swords\Units\Black Units\Lancer\Lancer Black Animations\Lancer_ Up_Attack_Black.anim",".anim","2211","False","bc355a4c2ea864e8795df1fae0042637"
"Assets\Scripts\GameEvents\UnityEvents\UnityVoidEvent.cs",".cs","185","True","bc64a9f438b15be42883e266e5c8f307"
"Assets\Scripts\Shrines\ShrineRules.cs",".cs","820","True","652b9cbe9c786684b9b261fab73754a1"
"Assets\TextMesh Pro\Resources\Sprite Assets\traitHarrying.asset",".asset","2816","True","cc2327145622fea4da01e5eb71ace6c2"
"Assets\Scripts\GameScriptableObjectTypes\LocationsSO.cs",".cs","352","True","b5f8237e022339947a2f81b637ad4f07"
"Assets\Prefabs\EnemyCard.prefab",".prefab","83073","True","2135c2b1e390e5a4f92af81d9fd82976"
"Assets\Animations\InfluenceIcon.controller",".controller","4195","True","7eec1afd3135de949ba9e3b78159edc3"
"Assets\Images\Tiny Swords\Units\Red Units\Lancer\Lancer_Up_Attack.png",".png","5185","False","c68787be7f31846a08cf0110f4debff8"
"Assets\TextMesh Pro\Shaders\TMP_SDF-HDRP UNLIT.shadergraph",".shadergraph","279909","False","f63d574838ccfb44f84acc05fed0af48"
"Assets\Images\Simple Fantasy GUI\PNG\Quest Panel\QuestDemo.png",".png","124879","False","0c89fb34eb40dac459225c387c909660"
"Assets\Scripts\GameEvents\EventTypes\EventTypes\PlayerHandEvent.cs",".cs","247","True","e054b957022d75740b24439a60bb7245"
"Assets\Scripts\GameObjectScripts\CardMenuScripts\Sections\StatSegment.cs",".cs","3468","True","8c912b2edccdd4648813eabf54296cf1"
"Assets\Tests\EditMode\PreviewRulesTests.cs",".cs","1544","True","4cc269ecfa18b194f9080fd5b5c92e9f"
"Assets\Tests\EditMode\RewardRulesTests.cs",".cs","3746","True","106860b9fee8a7b499e784f17e7597a5"
"Assets\Prefabs\Menu\MainMenu.prefab",".prefab","45618","True","61039bcdeae03fa49aee766811f9d08a"
"Assets\Scripts\GameEvents\Events\PlayerEvents\PlayerIntEvent\OnToughnessChanged.asset",".asset","432","True","c3554fa3a93d0c045b67cf1a0677f6df"
"Assets\Images\Tiny Swords\Buildings\Yellow Buildings\Tower.png",".png","6581","False","defebd30b7d2e4bff960711bed04e54f"
"Assets\Scripts\GameEvents\Events\CommandEvents\OnPlay_SendInfluenceCommandInformationToUndoButton.asset",".asset","439","False","bf34ceddcf5c0fb45bb3eba9e2f6b94f"
"Assets\Images\Hero Knight - Pixel Art\Animations\HeroKnight_Idle.anim",".anim","2170","False","bc491eda18313944992f294a35d8f6d2"
"Assets\Images\Hero Knight - Pixel Art\Animations\HeroKnight_WallSlide.anim",".anim","2072","False","5a35959702075e04f8f61c130192a2d3"
"Assets\Images\Flat 2D Weapons\Art\PNG\2. Card\256\2. Background of Card.png",".png","1584","False","8bc077b07e582cb4fbfbd681407d97cc"
"Assets\Plugins\Demigiant\DOTween\Modules\DOTweenModuleEPOOutline.cs",".cs","7009","True","e944529dcaee98f4e9498d80e541d93e"
"Assets\Scripts\GameEvents\Events\PlayerEvents\sendNewPositionOfPlayer.asset",".asset","412","True","4420676a60988d04a8d00a132a0d9589"
"Assets\Tests\EditMode\DefeatMessageTests.cs",".cs","952","True","a30bb8f225028824abce50e811104157"
"Assets\Scripts\ScriptableObjectData\Player\Skills\Commander.asset",".asset","651","True","f55e716aaaf339f49b0dae6d22408fd3"
"Assets\Images\500FreeSkillIcons\Icons\traitElusive.png",".png","367575","True","066a1d8aeade1824694b664d88d8ad36"
"Assets\TextMesh Pro\Shaders\TMP_SDF-Surface.shader",".shader","4353","False","f7ada0af4f174f0694ca6a487b8f543d"
"Assets\Images\Flat 2D Weapons\Art\PNG\4. Sword\256\1. Sword.png",".png","10064","False","5d9750178377b2f48835b1f7798171c7"
"Assets\Scripts\Exploration\HexActionRules.cs",".cs","2700","True","a7aa4e0bb4bae66498e437b402167105"
"Assets\Scripts\Tutorial\Help\hud.asset",".asset","941","True","96fe54084772420f9dced402df57bbd4"
"Assets\Images\Fantasy Wooden GUI  Free\normal_ui_set A\Division line.png",".png","4221","False","b7d245916891cca47a0144e12a82e086"
"Assets\Scripts\Managers\EventManager.cs",".cs","465","True","8ad77b04f0104bb418f41812064476a8"
"Assets\Scripts\Tutorial\Help\place-menu.asset",".asset","794","True","81b7fbd5e86f4395af130f2f6b006ecb"
"Assets\Images\Simple Fantasy GUI\PNG\Login Panel\Login_Box.png",".png","17789","False","df1945708fc4d6742b37268ae519a4b1"
"Assets\Images\Fantasy Wooden GUI  Free\normal_ui_set A\UI board Small  stone.png",".png","172863","False","8dd861a6e819de241bca68a36048a6bd"
"Assets\Scripts\ScriptableObjectData\Player\Cards\Mobilize.asset",".asset","1098","True","91a2181ed83d82646bf3ca9cbdb55c46"
"Assets\Scripts\GameObjectScripts\DeckScripts\Deck.cs",".cs","432","True","0f8a5bdb32aaef947b659cdb854929b3"
"Assets\Tests\EditMode\ConquestLedgerTests.cs",".cs","2845","True","0d46de2fb32a56c408e4d4d9df9e0b61"
"Assets\Images\RPG_inventory_icons\bracers.PNG",".png","52839","False","70a77abda853dd941a0c8debf1de9b04"
"Assets\Tests\EditMode\CombatRulesTests.cs",".cs","4015","True","5980a8ed9053c064ebf06cc3a8609cdf"
"Assets\Images\Hero Knight - Pixel Art\Sprites\BlockFlash.png",".png","544","False","a75445bb16444f14f96fdf9c734945cc"
"Assets\Prefabs\GridPrefab\PlayerPosition.prefab",".prefab","10476","True","7a042ece69ad5a540a041076a2f16abe"
"Assets\Images\Tiny Swords\Units\Black Units\Warrior\Warrior_Attack2.png",".png","9015","False","44645e4f57549432fa7df8fe5fd7a0b1"
"Assets\Scripts\Managers\TurnPhaseController.cs",".cs","6744","True","4d2c3ef8cf67e0549a9495b1e8485168"
"Assets\Images\Tiny Swords\Units\Blue Units\Lancer\Lancer_Right_Defence.png",".png","7399","False","e866bb784713d48539eb6117827304c8"
"Assets\Animations\CombatBackgroundAnimation.anim",".anim","9953","False","620b4fcf9284c104e9407dde16c1c98b"
"Assets\Scripts\ScriptableObjectData\Non-Player\Enemies\GoblinPack.asset",".asset","745","True","247e967b80c7c7848b7d9c12d40d86dd"
"Assets\Scripts\ScriptableObjectData\Non-Player\Enemies\DungeonEnemies\Sorceror.asset",".asset","715","True","5e1e6b87496053548b95c311db7fc5da"
"Assets\TextMesh Pro\Resources\Sprite Assets\keep.asset",".asset","2803","True","d659985552b428b4c9a0871720f54feb"
"Assets\Images\Tiny Swords\Units\Red Units\Monk\Idle.png",".png","6533","False","088c72b8c44664ef7ba139bf42990072"
"Assets\Tests\EditMode\HealRulesTests.cs",".cs","1256","True","3111a6f8502ce014f83f4e169eef898d"
"Assets\Images\Tiny Swords\Units\Yellow Units\Monk\Monk Yellow Animations\Monk_Heal_Yellow.anim",".anim","3746","False","a81d2afa8a09b45598efae6c70b8374d"
"Assets\Images\IconArt\UI Assets\Ability_Skill_Icons\UI_Skill_Icon_Pound.png",".png","96045","False","61dab0b6e506c6a43b12d9fde15b2393"
"Assets\Scripts\ScriptableObjectData\Non-Player\Enemies\BanditFootsoldier.asset",".asset","826","True","46f5d3a8bf5ea234198cf0f02b227bcf"
"Assets\Images\Simple Fantasy GUI\PNG\Icons\Coin_Icon.png",".png","3211","False","45ff5a9f5ffb13c48a6d5b706cdf0e53"
"Assets\Scripts\GameObjectScripts\Leveling\SkillBar.cs",".cs","613","True","d49c83288a286ef49be16f2a711f81b3"
"Assets\Images\Tiny Swords\Units\Enemy Pack - Promo\Enemy Pack_Promo.png",".png","159522","False","a63f4d092821d4f38b437c756163a88a"
"Assets\Scripts\ScriptableObjectData\Non-Player\Dungeons\Howling Caverns.asset",".asset","842","True","02823a266e6d7a949a683207ea755b01"
"Assets\Images\Tiny Swords\Units\Black Units\Lancer\Lancer Black Animations\Lancer_ Run_Black.anim",".anim","2786","False","635ec54a311ee44fb83b6cd3e6dacc43"
"Assets\TextMesh Pro\Resources\Sprite Assets\town.asset",".asset","2809","True","c05b54bee0bacbf4caed52200430df2f"
"Assets\Terrain Tile Hex Samples\Tile Samples\forestBroadleaf00.png",".png","154772","False","089ec694c2f50a748a5f490fa5616b5a"
"Assets\Scripts\GameObjectScripts\PlayerScripts\PlayerHand.cs",".cs","10640","True","f430c9cf630cd414d9e768164f010a2f"
"Assets\Plugins\Demigiant\DOTween\Modules\DOTweenModuleUI.cs",".cs","43006","True","a060394c03331a64392db53a10e7f2d1"
"Assets\Images\Fantasy Wooden GUI  Free\normal_ui_set A\IRONY TITLE  empty.png",".png","32411","False","4d6a99baee23b654f9e4bb672ae0b438"
"Assets\Prefabs\Menu\ShrineCrystalSlot.prefab",".prefab","7981","True","2b1cee95de0b3274f9e43cfd76edcf18"
"Assets\Images\Tiny Swords\Buildings\Purple Buildings\Barracks.png",".png","9946","False","4662086ff40e74adaae2e3b21872ada7"
"Assets\Scripts\SaveData\Tests\SaveMigratorV6Tests.cs",".cs","1159","True","ff58912ecc7e21d42841852d44c86a44"
"Assets\Images\Flat 2D Weapons\Art\PNG\1. Collection\128\9. Sword Shadow.png",".png","1034","False","f4ee4213c581f6249bbe32ebb7e5052f"
"Assets\Scripts\ScriptableObjectData\Player\Rewards\Units\Aeromancer.asset",".asset","1032","True","0b10e160bfd81de448cd27690a82ab6b"
"Assets\Images\Tiny Swords\Units\Blue Units\Warrior\Warrior Blue Animations\Warrior_Blue.controller",".controller","5264","False","aa1112b337436413a9e3f0f07d8475c2"
"Assets\Scripts\GameObjectScripts\Leveling\LevelUpController.cs",".cs","1802","True","238f8cb95a6300c4c98e80ca8680189f"
"Assets\Terrain Tile Hex Samples\Example Scene\Example Hexes\hexBase01.asset",".asset","798","True","8a0c54bf2ddd99346a14eae6528065cf"
"Assets\TextMesh Pro\Shaders\TMP_SDF.shader",".shader","11027","True","68e6db2ebdc24f95958faec2be5558d6"
"Assets\Images\Flat 2D Weapons\Art\PNG\5. Spear\256\2. Shadow.png",".png","1007","False","91dca095aabe9f341b207f7572579223"
"Assets\Scripts\ScriptableObjectData\Player\Skills\CrystallizeRed.asset",".asset","675","True","bbeecc9efeee5d942b70986be229bc60"
"Assets\TextMesh Pro\Resources\Style Sheets\Default Style Sheet.asset",".asset","5539","True","f952c082cb03451daed3ee968ac6c63e"
"Assets\TextMesh Pro\Resources\TMP Settings.asset",".asset","1840","True","3f5b5dff67a942289a9defa416b206f3"
"Assets\Scripts\Avatar\ArchonsRise.Avatar.asmdef",".asmdef","198","True","e73aa2118798657448294a608efd0f68"
"Assets\Images\Tiny Swords\Buildings\Purple Buildings\House2.png",".png","5943","False","cc7e4ac7dc23447c0899b7d94a5f2b60"
"Assets\Scripts\GameObjectScripts\UnitMenuScripts\UnitPickerPanel.cs",".cs","3460","True","1e81647988bf0564ea0001c7739dd7fa"
"Assets\Images\Tiny Swords\Units\Red Units\Lancer\Lancer_UpRight_Defence.png",".png","7931","False","b71f4002b7aa146e7b1f88a079e94082"
"Assets\Plugins\Demigiant\DOTween\DOTween.XML",".xml","223033","False","34192c5e0d14aee43a0e86cc4823268a"
"Assets\Terrain Tile Hex Samples\Hex Samples\hexUnderDirt00.png",".png","60662","False","1520d4794d33e5f458ffbd1ba893e903"
"Assets\Scripts\ScriptableObjectData\Non-Player\Map\UnstablePortal.asset",".asset","745","True","7aa776d9fab6b6943bc24dbdacc28848"
"Assets\Scripts\CardList\ArchonsRise.CardList.asmdef",".asmdef","219","True","5322d1ed9a035d549ba1f5ffb6c930e5"
"Assets\Animations\SiegeIcon.controller",".controller","4228","True","27fb2d97001977946905f1427edafad5"
"Assets\Scripts\GameObjectScripts\PlaceUI\FanLayout.cs",".cs","1195","True","ae8f7db5f125d6c43a108a8c28b951c0"
"Assets\Scripts\GameEvents\Events\ToggleEvents\OnToggle_SetDefendListenerCommand.asset",".asset","422","False","42e2495e53fd9224eb9a1de6f8342bde"
"Assets\Terrain Tile Hex Samples\Example Scene\Example Tiles\jungle00.asset",".asset","771","False","2921f75585912224b99f465ae1088e31"
"Assets\Images\Hero Knight - Pixel Art\Animations\HeroKnight_Roll.anim",".anim","2314","False","5118900a0fbea814ea3ffb8fada43696"
"Assets\Animations\ScrollStatic.anim",".anim","1300","True","79641565e0204b44da57c3519466b527"
"Assets\Images\Tiny Swords\Units\Blue Units\Lancer\Lancer Blue Animations\Lancer_ Up_Defence_Blue.anim",".anim","2788","False","e435860810f1b4c89bf1b03ac459fab0"
"Assets\Scripts\GameEvents\UnityEvents\UnityGameObjectEvent.cs",".cs","197","True","df680c33aa7ccdd46bf2814dbf1bf731"
"Assets\Images\Hero Knight - Pixel Art\Animations\SlideDust.anim",".anim","2566","False","bd6fb9b284d6e4740bd5aff8b767fd25"
"Assets\Plugins\Demigiant\DOTween\readme.txt",".txt","2190","False","fccfc62abf2eb0a4db614853430894fd"
"Assets\Images\Tiny Swords\Units\Black Units\Archer\Archer_Shoot.png",".png","11952","False","51acd452e6cca4a11815bb117abc35b3"
"Assets\Images\Fantasy Wooden GUI  Free\normal_ui_set A\Exclamation_Red.png",".png","13976","True","e9d4143c19529834981ac6821a04aecd"
"Assets\Images\Images\wild_crystal.png",".png","69157","True","ee27eb8d1b4671a4997f7befbcf6cc46"
"Assets\Tests\EditMode\ArchonsRise.Tests.EditMode.asmdef",".asmdef","1085","True","007d8a7241129b0438b0d1b40d214c06"
"Assets\Images\Tiny Swords\Units\Blue Units\Warrior\Warrior_Idle.png",".png","9948","False","63555c658eb534f48acbb1ba682fbec3"
"Assets\Scripts\GameObjectScripts\GameBoardObjects\PlayerIcon.cs",".cs","768","True","592d09644ed7e4145896ec4d8d6412b2"
"Assets\Images\Simple Fantasy GUI\PNG\Icons\Armor_Icon.png",".png","1601","False","65a9410232dbc154c9cec96a5fbd07b1"
"Assets\Images\Hero Knight - Pixel Art\Animations\HeroKnight_Run.anim",".anim","2405","True","e58542e6cdcad974284618515fe0cf15"
"Assets\Images\Tiny Swords\Units\Blue Units\Lancer\Lancer_Down_Attack.png",".png","6091","False","16d606f92b3e14969a958240569d4dcc"
"Assets\Images\Hero Knight - Pixel Art\Demo\HeroKnight_Yellow.prefab",".prefab","14695","False","3e14bf7b39e2c2940a826eb72e6b8043"
"Assets\Images\Fantasy Wooden GUI  Free\normal_ui_set A\Exclamation_Gray.png",".png","13615","False","f73f68fe6815f5548a6c2a61b9e49add"
"Assets\Plugins\Demigiant\DOTween\Editor\DOTweenEditor.XML",".xml","6018","False","2e2c6224d345d9249acfa6e8ef40bb2d"
"Assets\Scripts\CardPlay\ConvertRules.cs",".cs","2675","True","cad23565103fd9546809107c4bcb51a6"
"Assets\Scripts\ScriptableObjectData\Player\Skills\CrystallizeGreen.asset",".asset","683","True","a230376f3091d9b4ea0fc865b3c29dad"
"Assets\Animations\ExploreIcon.controller",".controller","4235","True","826b2099b0630d34d9e8470c29d44bf0"
"Assets\Images\Flat 2D Weapons\Art\PNG\1. Collection\128\4. Button.png",".png","8227","False","ffefb1c70e8b43843987d27574ff5f8c"
"Assets\Images\Hero Knight - Pixel Art\Animations\SlideDust.controller",".controller","2105","False","562668619d47d0949b76b61cd4cd5af5"
"Assets\TextMesh Pro\Resources\Sprite Assets\traitOutrider.asset",".asset","2814","True","8e5fe2e4a07560942937593e28a26865"
"Assets\Scripts\GameObjectScripts\CardMenuScripts\BackgroundImage.cs",".cs","701","True","3ae8288e90623004c8f4a1b109159de0"
"Assets\Scripts\GameEvents\Events\Card Events\onRewardSelect_AddCardToDeck.asset",".asset","417","True","7d50490ae3007514390d945d5b000842"
"Assets\Scripts\ScriptableObjectData\Non-Player\Enemies\DungeonEnemies\UndeadCaster.asset",".asset","735","True","0e54d505dc34144488e8651382ef7338"
"Assets\Scripts\TilemapScripts\Shrine Rule Tile.asset",".asset","661","True","43c212483b1b95b4b8fcefeba071eb70"
"Assets\Scripts\TilemapScripts\GridGeneration.cs",".cs","21652","True","59ca36b94c8df6741a54e79024499023"
"Assets\Images\Simple Fantasy GUI\PNG\Icons\Comleted_Icon.png",".png","769","False","a3464046b5f29474b891e5a6b0602b66"
"Assets\Scripts\TilemapScripts\DesertRuleTile.asset",".asset","985","True","47777b20a642a53489e84294368e41e0"
"Assets\Images\Flat 2D Weapons\Art\PNG\1. Collection\512\3. Background.png",".png","2223","False","46b5bda5c79ef8341acdbc56ff2413b5"
"Assets\TextMesh Pro\Resources\Sprite Assets\traitSwift.asset",".asset","2805","True","9736a358cd4d8174aac8c0483973d9f8"
"Assets\Images\Tiny Swords\Units\Yellow Units\Monk\Run.png",".png","5583","False","1f9185c1cf30a4d42b97afa7e68872ec"
"Assets\Scripts\Tutorial\Rail\play-card.asset",".asset","893","True","b50fcd7c32b81054090b8891748f9cfd"
"Assets\Images\RPG_inventory_icons\ingots.png",".png","37728","False","3e4fcc84a0ac95b429c56452575f6021"
"Assets\Terrain Tile Hex Samples\Example Scene\Example Tiles\SquareTileSpriteAtlas.spriteatlas",".spriteatlas","3707","False","2415b3d122bd79a4b86ca1bef906a670"
"Assets\Terrain Tile Hex Samples\Example Scene\Example Tiles\forestPineSnowCovered00.asset",".asset","786","False","0febdaf8a02a64743b6c6b6f9d9d65c3"
"Assets\Images\Tiny Swords\Units\Yellow Units\Warrior\Warrior Yellow Animations\Warrior_Idle_Yellow.anim",".anim","3170","False","f803b3fb9b84e4ed28af6ac5c8e7ab8a"
"Assets\TextMesh Pro\Resources\Sprite Assets\traitToxic.asset",".asset","2805","True","203c6dc414ada19449ebe076f69475bd"
"Assets\Tests\EditMode\AvatarStateRulesTests.cs",".cs","2391","True","99ac8f1c74d306b489e76a00c47399d9"
"Assets\Scripts\GameObjectScripts\TownMenuScripts\CreateCrystalButtons.cs",".cs","2269","True","478f394b5c969e54c87c67db7df76855"
"Assets\Scripts\ScriptableObjectData\Player\Cards\Force Push.asset",".asset","1070","True","8af9cc7d91b76804b846b1a0a9a849d1"
"Assets\Images\Tiny Swords\Units\Purple Units\Lancer\Lancer_UpRight_Attack.png",".png","5919","False","17b161317d62b4085821272491d26836"
"Assets\Images\Tiny Swords\Buildings\Yellow Buildings\House2.png",".png","5954","False","a53cf2c9640d64d8b8d50e3b2df10739"
"Assets\Images\RPG_inventory_icons\shoulders.png",".png","50861","False","f126324fd2486a641842ea5a8244c2d1"
"Assets\Tests\EditMode\TutorialRulesTests.cs",".cs","5441","True","0925c67fede9b7a47b9b25c89fd8e41e"
"Assets\Images\Tiny Swords\Buildings\Purple Buildings\Archery.png",".png","10144","False","40fa9502a6dcb4bdf8829c8654ceecb0"
"Assets\Scripts\UnitPlay\UnitNavRules.cs",".cs","803","True","bd3b92a5c7737b34f9a06735d88fd507"
"Assets\Animations\ShieldUse.anim",".anim","5095","True","cba62b12594501e44a22992282ba4941"
"Assets\Prefabs\GameTokens\Town Token.prefab",".prefab","4949","True","6d62ccb04729bf740bbc4be01734e875"
"Assets\Scripts\TilemapScripts\Crystal Hotspot Rule Tile.asset",".asset","678","True","c15920fa565fbe848a45cdb4bbdafdf6"
"Assets\Images\Images\troll.png",".png","33177","True","3ea4b6acdcd96f548915d61e0f0f5f45"
"Assets\Scripts\HexTooltip\ArchonsRise.HexTooltipInfo.asmdef",".asmdef","452","True","21143e961e99fac409ed0516fa7deda8"
"Assets\Scripts\CardPlay\UndoGate.cs",".cs","1171","True","971124fd290234746be5d0528b23700c"
"Assets\Images\Flat 2D Weapons\Art\PNG\5. Spear\128\2. Shadow.png",".png","518","False","6ca0fbece021b10459e91abee13aa289"
"Assets\Images\Flat 2D Weapons\Art\PNG\8. Coin\256\2. Shadow.png",".png","3365","False","b2bedec5586ad1c458b50c919704d113"
"Assets\Images\Images\eagle-attack-1.png",".png","1496","True","8c2350df33a214a44b701dd60ea2b8dd"
"Assets\Scripts\GameEvents\Events\Card Events\OnEmpower_DestroyCrystal.asset",".asset","413","True","259aa8cdf370e1f488bdb4cb850895c7"
"Assets\Scripts\Tutorial\Help\recruit.asset",".asset","699","True","c7d45841017448008e97fd1207641ce0"
"Assets\Scripts\Managers\Commands\PlayCommand.cs",".cs","948","True","fc9dde8429141364783117845ce95dd0"
"Assets\Images\Tiny Swords\Units\Red Units\Lancer\Lancer_Run.png",".png","11187","False","32f41e1fac48141ec95ad92c83bff512"
"Assets\Images\Flat 2D Weapons\Art\PNG\9. Button States\Button States.png",".png","183435","False","46d50a166e7a2ad4d96157f50b267a5f"
"Assets\Images\RPG_inventory_icons\axe.png",".png","46785","False","172774604c1bee84185a69041576525b"
"Assets\Images\Tiny Swords\Buildings\Yellow Buildings\Barracks.png",".png","9970","False","1afe493e049254cfc884ffa58152ca50"
"Assets\Scripts\GameObjectScripts\PlayerScripts\HandFocusController.cs",".cs","5950","True","5e6631644fc244346978b9590bfdf3c2"
"Assets\Scripts\GameEvents\Events\onCombatPhaseChanged.asset",".asset","435","True","eaffbb22f16b27a49923267408f94c19"
"Assets\Images\Images\skeleton.png",".png","2095","True","ad0d37ca38dee494bacec65fa69bebd8"
"Assets\Images\Tiny Swords\Units\Black Units\Monk\Monk Black Animations\Monk_Heal_Black.anim",".anim","3745","False","bf47e41047fed4f8288da6dcf380699e"
"Assets\Scripts\GameObjectScripts\CardMenuScripts\RewardCanvas\RewardCanvas.cs",".cs","2803","True","884c24db1f782e940908f250d66aedea"
"Assets\Images\Tiny Swords\Units\Yellow Units\Lancer\Lancer_Right_Defence.png",".png","7393","False","15596a1040fc44688b911a0f8dc28fb4"
"Assets\Tests\EditMode\TurnButtonGateTests.cs",".cs","326","True","0a6f9efc717787b4eae4635c39342334"
"Assets\Images\Flat 2D Weapons\Art\PNG\1. Collection\256\4. Button.png",".png","17220","False","3fc29ebeb000b704a90f187c66e703a7"
"Assets\Scripts\GameEvents\UnityEvents\UnityPlayerPositionEvent.cs",".cs","205","True","534ca23f0b236044e95cfed9c8d1856c"
"Assets\Images\500FreeSkillIcons\Icons\dungeon.png",".png","378148","True","6161a2c052244474693751f440ff00eb"
"Assets\Images\Tiny Swords\Units\Black Units\Lancer\Lancer_Right_Defence.png",".png","7403","False","6b7e70ff5b3784e2da52a56f0842001c"
"Assets\Scripts\GameObjectScripts\PlayerScripts\UnitsLane.cs",".cs","3983","True","0b944c33da58a1d43825cfc7bac08cb6"
"Assets\Images\Tiny Swords\Buildings\Blue Buildings\Barracks.png",".png","9968","False","4140465d2d71b4a6a83a1be32f0a9880"
"Assets\Scripts\CardPlay\EnemyTraitRules.cs",".cs","8127","True","8755fa3de576512489efe8d884e03a64"
"Assets\Images\Tiny Swords\Units\Purple Units\Warrior\Warrior_Run.png",".png","9759","False","20181a9aff07341728fa8dec79be0b68"
"Assets\Images\500FreeSkillIcons\Icons\town.png",".png","344578","False","469194f1ceb54584c9f6bb56302dd2b3"
"Assets\Images\IconArt\UI Assets\Ability_Skill_Icons\UI_Skill_Icon_Slide.png",".png","90216","False","6960c6bd5088317429f7e0e033bee813"
"Assets\Scripts\GameObjectScripts\TutorialScripts\TutorialTarget.cs",".cs","1395","True","6111448783a8cde4c9997f79754af504"
"Assets\Images\Tiny Swords\Units\Black Units\Archer\Archer Black Animations\Archer_Shoot_Black.anim",".anim","3171","False","0dd09483733964cc9817828e7208dad7"
"Assets\TextMesh Pro\Resources\Sprite Assets\traitArmored.asset",".asset","2811","True","f21319aeec6b4cd4e8d5eb0820fc2805"
"Assets\Images\Tiny Swords\Units\Yellow Units\Archer\Archer_Idle.png",".png","5044","False","ea299bf4e13104b7baac745f77dd10c8"
"Assets\Scripts\Enums\EmpowerTypeExtensions.cs",".cs","1133","True","0fdac05a006f42e4a8a89224182f2888"
"Assets\Prefabs\Crystal Prefabs\GreenCrystal.prefab",".prefab","5183","True","e30821ef956c04b478f9a7b75a191d0b"
"Assets\Scripts\CardPlay\PlayMode.cs",".cs","69","True","82205c9a902d6a5499d43dc110799c40"
"Assets\Scripts\SaveSystem\CardData.cs",".cs","138","True","6ae7f49e0c8761b43b190f2e47fb7dbd"
"Assets\Images\500FreeSkillIcons\Icons\traitMiasma.png",".png","408538","True","da88b1ff266954f44abd6d1472bd9323"
